BasinID,dwnBasinID,Area_km2,Shape_Leng,ws2024tl,ws3024tl,ws4024tl,ws2028tl,ws3028tl,ws4028tl,ws2038tl,ws3038tl,ws4038tl,Shape_Le_1,Shape_Area,FacilityID,Latitude,Longitude,Formatted Address,State,County
11965,11949,74449,0,High (40-80%),High (40-80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),High (40-80%),High (40-80%),27.6796885,7.952375338,44,41.72470534,-87.971577,"Cass/Northgate, Downers Grove Township, IL 60561, USA",,
10587,0,31929,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),15.97956434,3.329770544,47,39.02844864,-76.96330207,"Floral Dr, Hyattsville, MD 20783, USA",,
10067,0,5528,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),18.04798877,0.602079285,59,42.57815438,-70.91093297,"55 Cherry Hill Dr, Beverly, MA 01915, USA",Massachusetts,Essex County
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,60,37.401459,-121.915538,"1801 McCarthy Blvd, Milpitas, CA 95035, USA",California,Santa Clara County
9809,0,14037,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),11.45569048,1.553873459,61,42.703976,-71.44695702,"PH33+H6 Nashua, NH, USA",,
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,63,37.385045,-121.94589,"545 Aldo Ave # 1, Santa Clara, CA 95054, USA",,
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,64,37.481541,-121.937112,"46800 Lakeview Blvd, Fremont, CA 94538, USA",California,Alameda County
10657,0,22652,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),11.21130176,2.243742564,65,35.91677407,-78.87008698,"3028 E Cornwallis Rd, Durham, NC 27713, USA",North Carolina,Durham County
12157,0,46536,0,High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.39744901,4.451026059,68,33.10162,-96.67449,"501 W McDermott Dr, Allen, TX 75013, USA",Texas,Collin County
10969,0,2082,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),7.299292147,0.203973635,69,34.426905,-119.868882,"340 Storke Rd #101, Goleta, CA 93117, USA",,
10609,0,1788,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),3.006304943,0.182403559,70,37.51344902,-121.978454,"41762 Christy St, Fremont, CA 94538, USA",California,Alameda County
10645,0,12870,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),9.123119166,1.279571239,71,35.90038201,-78.84273599,"4811 Chin Page Rd, Durham, NC 27703, USA",North Carolina,Durham County
10587,0,31929,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),15.97956434,3.329770544,72,38.98934002,-77.44230898,"22660 Executive Dr, Sterling, VA 20166, USA",,
10657,0,22652,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),11.21130176,2.243742564,74,35.91832201,-78.87483398,"3026 E Cornwallis Rd, Durham, NC 27709, USA",North Carolina,Durham County
11637,11635,21664,0,Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),Low (<10%),14.22542349,2.116871568,75,33.55636246,-96.60825856,"6800 US-75, Sherman, TX 75090, USA",Texas,Grayson County
10645,0,12870,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),9.123119166,1.279571239,76,35.90243219,-78.83988062,"4395 Silicon Dr, Durham, NC 27703, USA",North Carolina,Durham County
10645,0,12870,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),9.123119166,1.279571239,78,35.90038201,-78.84273599,"4811 Chin Page Rd, Durham, NC 27703, USA",North Carolina,Durham County
11604,0,34716,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.46736603,3.81989958,80,43.14246701,-75.23549617,"5815 County Rd 34, Marcy, NY 13403, USA",,
10645,0,12870,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),9.123119166,1.279571239,81,35.90038201,-78.84273599,"4811 Chin Page Rd, Durham, NC 27703, USA",North Carolina,Durham County
11604,0,34716,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.46736603,3.81989958,83,42.75317899,-73.69636043,"70 Cohoes Ave, Green Island, NY 12183, USA",New York,Albany County
11947,11905,5557,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),5.492129639,0.577543385,86,38.64451418,-121.4075951,"4234 54th St, McClellan Park, CA 95652, USA",,
10975,0,961,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),2.558573211,0.098364523,93,37.91817902,-122.350769,"1701 Regatta Blvd, Richmond, CA 94804, USA",California,Contra Costa County
10072,0,3351,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),13.15996285,0.35815844,97,40.75803684,-73.56304056,"96 B Urban Ave, Westbury, NY 11590, USA",New York,Nassau County
10666,0,2156,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.566632159,0.210781837,108,34.08206301,-118.1452388,"2007 Chestnut St, Alhambra, CA 91803, USA",California,
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,109,37.47101601,-121.936405,"2917 Bayview Dr, Fremont, CA 94538, USA",California,Alameda County
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,110,37.38696602,-122.035878,"355 N Pastoria Ave, Sunnyvale, CA 94085, USA",California,Santa Clara County
11688,11682,35566,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),20.41449622,3.48185817,112,33.396019,-111.973372,"2315 W Fairmont Dr, Tempe, AZ 85282, USA",Arizona,Maricopa County
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,136,37.43288,-121.89694,"Calaveras & Milpitas, Milpitas, CA 95035, USA",California,Santa Clara County
10996,0,1700,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),6.181228089,0.203841752,137,47.93479899,-122.266781,"Fluke Pond, 6920 Seaway Blvd, Everett, WA 98203, USA",,
12018,12006,50895,0,High (40-80%),Extremely high (>80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),19.80241993,5.955286638,158,44.98757498,-93.43231203,"12001 Minnesota 55 Service Rd, Plymouth, MN 55441, USA",Minnesota,Hennepin County
12018,12006,50895,0,High (40-80%),Extremely high (>80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),19.80241993,5.955286638,159,44.98757498,-93.43231203,"12001 Minnesota 55 Service Rd, Plymouth, MN 55441, USA",Minnesota,Hennepin County
10996,0,1700,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),6.181228089,0.203841752,160,47.67054,-122.09697,"18009 NE 76th St, Redmond, WA 98052, USA",Washington,King County
10996,0,1700,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),6.181228089,0.203841752,161,47.67054,-122.09697,"18009 NE 76th St, Redmond, WA 98052, USA",Washington,King County
12018,12006,50895,0,High (40-80%),Extremely high (>80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),19.80241993,5.955286638,162,44.98757498,-93.43231203,"12001 Minnesota 55 Service Rd, Plymouth, MN 55441, USA",Minnesota,Hennepin County
12157,0,46536,0,High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),High (40-80%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.39744901,4.451026059,163,32.95948198,-96.71139503,"830 E Arapaho Rd, Richardson, TX 75081, USA",Texas,Dallas County
10968,0,2395,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),4.218709353,0.233950506,164,34.04362999,-118.695829,"3011 Malibu Canyon Rd Lot 6, Malibu, CA 90265, USA",,
11604,0,34716,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.46736603,3.81989958,173,41.07362308,-73.81466546,"175 Clearbrook Rd, Elmsford, NY 10523, USA",New York,Westchester County
11604,0,34716,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.46736603,3.81989958,174,41.21614499,-73.80613416,"1101 Kitchawan Rd, Ossining, NY 10562, USA",New York,Westchester County
9814,0,2874,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),Medium-high (20-40%),Low-medium (10-20%),3.629211063,0.307815228,178,40.63246499,-74.50336302,"141 Mt Bethel Rd, Warren, NJ 07059, USA",New Jersey,Warren County
11865,11861,85404,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),21.99186214,8.969329047,179,40.15988701,-88.27142597,"1606 Rion Dr, Champaign, IL 61822, USA",Illinois,Champaign County
11865,11861,85404,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),21.99186214,8.969329047,180,40.15988701,-88.27142597,"1606 Rion Dr, Champaign, IL 61822, USA",Illinois,Champaign County
10969,0,2082,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),7.299292147,0.203973635,184,34.436404,-119.846489,"75 Robin Hill Rd, Goleta, CA 93117, USA",California,Santa Barbara County
10969,0,2082,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),7.299292147,0.203973635,185,34.436404,-119.846489,"75 Robin Hill Rd, Goleta, CA 93117, USA",California,Santa Barbara County
11688,11682,35566,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),20.41449622,3.48185817,188,33.382946,-111.843676,"550 W Juanita Ave, Mesa, AZ 85210, USA",Arizona,Maricopa County
11610,0,15172,0,Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),High (40-80%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),13.24637217,1.418615807,189,30.21740501,-97.72413303,"5202 E Ben White Blvd, Austin, TX 78741, USA",Texas,Travis County
10680,0,2112,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.549812573,0.204882369,192,33.499203,-117.164529,"41915 Business Park Dr, Temecula, CA 92590, USA",California,Riverside County
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,208,37.36765901,-121.964214,"2240 Martin Ave, Santa Clara, CA 95050, USA",California,Santa Clara County
10968,0,2395,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),4.218709353,0.233950506,210,33.81612099,-118.345003,"23155 Kashiwa Ct, Torrance, CA 90505, USA",California,
11604,0,34716,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.46736603,3.81989958,211,42.81239,-73.94122,"439 State St, Schenectady, NY 12305, USA",New York,Schenectady County
11604,0,34716,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.46736603,3.81989958,212,42.82633989,-73.87881753,"1 Research Cir, Niskayuna, NY 12309, USA",New York,Schenectady County
10587,0,31929,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),15.97956434,3.329770544,213,38.97062499,-77.49061699,"43670 Trade Center Pl, Sterling, VA 20166, USA",,
11657,11654,23278,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),15.78183516,2.638332287,221,44.47895502,-73.10072101,"969 River St, Essex Junction, VT 05452, USA",Vermont,Chittenden County
11604,0,34716,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.46736603,3.81989958,224,41.54446124,-73.8713035,"1574 NY-52, Fishkill, NY 12524, USA",New York,Dutchess County
12214,12206,58688,0,Arid and low water use,Arid and low water use,Arid and low water use,Arid and low water use,Arid and low water use,Arid and low water use,Arid and low water use,Arid and low water use,Arid and low water use,28.59599668,7.202433568,227,48.36098,-107.87406,"2 Central Ave, Malta, MT 59538, USA",Montana,Phillips County
12214,12206,58688,0,Arid and low water use,Arid and low water use,Arid and low water use,Arid and low water use,Arid and low water use,Arid and low water use,Arid and low water use,Arid and low water use,Arid and low water use,28.59599668,7.202433568,228,48.36098,-107.87406,"2 Central Ave, Malta, MT 59538, USA",Montana,Phillips County
11604,0,34716,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),20.46736603,3.81989958,229,42.95731775,-73.76050856,"Rocket Way, Ballston Spa, NY 12020, USA",,
9809,0,14037,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),11.45569048,1.553873459,230,42.77772301,-71.25087496,"7 Manor Pkwy, Salem, NH 03079, USA",New Hampshire,Rockingham County
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,242,37.42597099,-121.891222,"682 S Hillview Dr, Milpitas, CA 95035, USA",California,Santa Clara County
11673,11605,29318,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),12.84300156,3.33011951,243,44.584293,-123.243294,"1044 NE Circle Blvd, Corvallis, OR 97330, USA",Oregon,Benton County
11673,11605,29318,0,Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),Low-medium (10-20%),12.84300156,3.33011951,244,44.584293,-123.243294,"1044 NE Circle Blvd, Corvallis, OR 97330, USA",Oregon,Benton County
10645,0,12870,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),9.123119166,1.279571239,247,35.83862499,-78.81228898,"991 Aviation Pkwy #500, Morrisville, NC 27560, USA",,
10794,0,19161,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),11.88004101,1.742686004,262,28.289403,-81.37789499,"251 Fowler Blvd, Kissimmee, FL 34744, USA",,
10609,0,1788,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),High (40-80%),3.006304943,0.182403559,263,37.70450599,-121.803679,"101 Portola Ave, Livermore, CA 94551, USA",California,Alameda County
12113,12111,62515,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),20.60033761,6.630553889,265,40.52634201,-105.012712,"6 Technology Parkway, Fort Collins, CO 80525, USA",,
9781,0,26867,0,High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),High (40-80%),15.05181687,2.878189783,267,40.54458401,-75.65557799,"9999 Hamilton Blvd, Breinigsville, PA 18031, USA",,
12113,12111,62515,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),20.60033761,6.630553889,269,40.52634201,-105.012712,"6 Technology Parkway, Fort Collins, CO 80525, USA",,
12113,12111,62515,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),20.60033761,6.630553889,270,40.52660298,-105.017509,"4400 Ziegler Rd, Fort Collins, CO 80525, USA",Colorado,Larimer County
12113,12111,62515,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),20.60033761,6.630553889,271,40.52660298,-105.017509,"4400 Ziegler Rd, Fort Collins, CO 80525, USA",Colorado,Larimer County
10072,0,3351,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),13.15996285,0.35815844,272,40.86634709,-72.87202057,"Brookhaven Ave, Shirley, NY 11967, USA",New York,Suffolk County
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,274,37.470093,-121.920123,"235 Whitney Pl, Fremont, CA 94539, USA",California,Alameda County
11999,11998,28223,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),15.45406541,3.095719486,296,43.12398198,-89.33193,"1810 Wright St, Madison, WI 53704, USA",Wisconsin,Dane County
10614,0,1694,0,Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),Extremely high (>80%),3.018053733,0.172143789,304,37.144331,-121.653182,"18573 Serene Dr, Morgan Hill, CA 95037, USA",California,Santa Clara County
9809,0,14037,0,Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),Medium-high (20-40%),11.45569048,1.553873459,311,42.72770098,-71.43321204,"25 Sagamore Park Rd, Hudson, NH 03051, USA",New Hampshire,Hillsborough County
